model,origin_date,target_quarter,horizon,information_cutoff,training_min_quarter,training_max_quarter,n_train,y_hat_level,g_hat_saar,status,error,max_vintage_used,max_vintage_inspected,pit_validated,audit_id
chronos2,2019-04-25T00:00:00,2019Q1,1,2019-04-24,2005Q1,2018Q4,56,,,unsupported,UnsupportedModel: Inadmissible checkpoint: Checkpoint was not available before the forecast origin,,2019-04-23,False,a754b0712d145bd05b22c81ae0772a3664e8d2e4b040b575841da083b002f93b
chronos2,2019-07-25T00:00:00,2019Q2,1,2019-07-24,2005Q1,2019Q1,57,,,unsupported,UnsupportedModel: Inadmissible checkpoint: Checkpoint was not available before the forecast origin,,2019-07-24,False,8eb6ee76cd856f1f72867a46b075d2aec4ab81ac7b8701d1659bbc81c7fe4ed9
chronos2,2019-10-25T00:00:00,2019Q3,1,2019-10-24,2005Q1,2019Q2,58,,,unsupported,UnsupportedModel: Inadmissible checkpoint: Checkpoint was not available before the forecast origin,,2019-10-24,False,b905983381e7d3eaf3dfe157e14b59b47a47ab74ba35af441ef42f4e18f5a7e7
chronos2,2020-01-25T00:00:00,2019Q4,1,2020-01-24,2005Q1,2019Q3,59,,,unsupported,UnsupportedModel: Inadmissible checkpoint: Checkpoint was not available before the forecast origin,,2020-01-24,False,8425ed1a83f9a1e8a40dabec3ff1444b612926574ebea7dee791f90635b358f7
