model_1,model_2,win_rate,skill_score
auto_ets,bvar_minnesota_growth_8,1.0,0.005476548170964213
auto_ets,mixed_freq_dfm_md,1.0,0.009989701969380427
auto_ets,bvar_minnesota_8,1.0,0.00547802497191241
auto_ets,ar4,1.0,0.013703441807928818
auto_ets,chronos2,1.0,0.029712708090983142
auto_ets,bvar_minnesota_growth_20,1.0,0.0311141456781846
auto_ets,bvar_minnesota_20,1.0,0.031118607008264854
auto_ets,factor_pca_qd,1.0,0.20455571857072374
auto_ets,naive_last,1.0,0.24059771304971167
auto_ets,random_permutation,1.0,0.2532730121166509
auto_ets,drift,1.0,0.24195290040382134
auto_ets,random_normal,1.0,0.28338689400628525
auto_ets,seasonal_naive,1.0,0.3447584621545612
auto_ets,random_uniform,1.0,0.7186314824243859
bvar_minnesota_growth_8,mean,0.0,-0.1426815027859576
bvar_minnesota_growth_8,ensemble_avg_top3,0.0,-0.11212535120078337
bvar_minnesota_growth_8,random_forest,0.0,-0.07127472607676211
bvar_minnesota_growth_8,xgboost,0.0,-0.062432005774705424
bvar_minnesota_growth_8,auto_arima,0.0,-0.023922319140162296
bvar_minnesota_growth_8,theta,0.0,-0.0226469729175256
bvar_minnesota_growth_8,local_trend_ssm,0.0,-0.02097547929461463
bvar_minnesota_growth_8,auto_ets,0.0,-0.005506705911149989
bvar_minnesota_growth_8,bvar_minnesota_growth_8,0.5,0.0
bvar_minnesota_growth_8,mixed_freq_dfm_md,0.3333333333333333,0.004538006409115836
bvar_minnesota_growth_8,bvar_minnesota_8,1.0,1.4849332566901907e-06
bvar_minnesota_growth_8,ar4,1.0,0.008272196720785607
bvar_minnesota_growth_8,chronos2,1.0,0.024369621325114
bvar_minnesota_growth_8,bvar_minnesota_growth_20,1.0,0.025778776216961008
bvar_minnesota_growth_8,bvar_minnesota_20,1.0,0.025783262114274064
bvar_minnesota_growth_8,factor_pca_qd,1.0,0.2001754408441867
bvar_minnesota_growth_8,naive_last,1.0,0.23641590798722167
bvar_minnesota_growth_8,random_permutation,1.0,0.2491610061984585
bvar_minnesota_growth_8,drift,1.0,0.23777855795954506
bvar_minnesota_growth_8,random_normal,1.0,0.2794407163795022
bvar_minnesota_growth_8,seasonal_naive,1.0,0.34115023970487657
bvar_minnesota_growth_8,random_uniform,1.0,0.7170820687454407
mixed_freq_dfm_md,mean,0.0,-0.1478906378575191
mixed_freq_dfm_md,ensemble_avg_top3,0.0,-0.11719519013384416
mixed_freq_dfm_md,random_forest,0.0,-0.07615833951872153
mixed_freq_dfm_md,xgboost,0.0,-0.06727530796253034
mixed_freq_dfm_md,auto_arima,0.0,-0.028590067458642565
mixed_freq_dfm_md,theta,0.0,-0.02730890732309965
mixed_freq_dfm_md,local_trend_ssm,0.0,-0.02562979387258868
mixed_freq_dfm_md,auto_ets,0.0,-0.01009050308795012
mixed_freq_dfm_md,bvar_minnesota_growth_8,0.6666666666666666,-0.004558693790755353
mixed_freq_dfm_md,mixed_freq_dfm_md,0.5,0.0
mixed_freq_dfm_md,bvar_minnesota_8,0.6666666666666666,-0.004557202088142809
mixed_freq_dfm_md,ar4,0.6666666666666666,0.003751213341857129
mixed_freq_dfm_md,chronos2,1.0,0.01992202117577646
mixed_freq_dfm_md,bvar_minnesota_growth_20,1.0,0.021337599973278998
mixed_freq_dfm_md,bvar_minnesota_20,1.0,0.021342106320424437
mixed_freq_dfm_md,factor_pca_qd,1.0,0.19652928559266936
mixed_freq_dfm_md,naive_last,1.0,0.23293496192824337
mixed_freq_dfm_md,random_permutation,1.0,0.24573816113955815
mixed_freq_dfm_md,drift,1.0,0.23430382380453463
mixed_freq_dfm_md,random_normal,1.0,0.27615590724739014
mixed_freq_dfm_md,seasonal_naive,1.0,0.3381467453935785
mixed_freq_dfm_md,random_uniform,1.0,0.7157923325289373
bvar_minnesota_8,mean,0.0,-0.14268319959424258
bvar_minnesota_8,ensemble_avg_top3,0.0,-0.11212700263515529
bvar_minnesota_8,random_forest,0.0,-0.07127631685059188
bvar_minnesota_8,xgboost,0.0,-0.06243358341766658
bvar_minnesota_8,auto_arima,0.0,-0.023923839598724017
bvar_minnesota_8,theta,0.0,-0.02264849148228043
bvar_minnesota_8,local_trend_ssm,0.0,-0.02097699537730935
bvar_minnesota_8,auto_ets,0.0,-0.005508199023714466
bvar_minnesota_8,bvar_minnesota_growth_8,0.0,-1.48493546170414e-06
bvar_minnesota_8,mixed_freq_dfm_md,0.3333333333333333,0.004536528212300772
bvar_minnesota_8,bvar_minnesota_8,0.5,0.0
bvar_minnesota_8,ar4,1.0,0.0082707240690022
bvar_minnesota_8,chronos2,1.0,0.02436817257696733
bvar_minnesota_8,bvar_minnesota_growth_20,1.0,0.025777329561318285
bvar_minnesota_8,bvar_minnesota_20,1.0,0.02578181546529268
bvar_minnesota_8,factor_pca_qd,1.0,0.20017425315633575
bvar_minnesota_8,naive_last,1.0,0.23641477411412548
bvar_minnesota_8,random_permutation,1.0,0.24915989125101057
bvar_minnesota_8,drift,1.0,0.23777742610989605
bvar_minnesota_8,random_normal,1.0,0.2794396463954696
bvar_minnesota_8,seasonal_naive,1.0,0.3411492613555036
bvar_minnesota_8,random_uniform,1.0,0.7170816486305719
ar4,mean,0.0,-0.15221283401312813
ar4,ensemble_avg_top3,0.0,-0.12140180755593066
ar4,random_forest,0.0,-0.08021043933075234
ar4,xgboost,0.0,-0.07129396015892953
ar4,auto_arima,0.0,-0.032463056651728994
ar4,theta,0.0,-0.03117707251533619
ar4,local_trend_ssm,0.0,-0.029491636635265106
ar4,auto_ets,0.0,-0.013893835169665136
ar4,bvar_minnesota_growth_8,0.0,-0.008341196741114887
ar4,mixed_freq_dfm_md,0.3333333333333333,-0.0037653379277280408
ar4,bvar_minnesota_8,0.0,-0.008339699421737734
ar4,ar4,0.5,0.0
ar4,chronos2,1.0,0.016231696389978345
ar4,bvar_minnesota_growth_20,1.0,0.017652605320017
ar4,bvar_minnesota_20,1.0,0.017657128635082175
ar4,factor_pca_qd,1.0,0.19350394683789263
ar4,naive_last,1.0,0.23004670284735762
ar4,random_permutation,1.0,0.242898110430259
ar4,drift,1.0,0.23142071895118932
ar4,random_normal,1.0,0.2734303896311867
ar4,seasonal_naive,1.0,0.33565464423141855
ar4,random_uniform,1.0,0.7147221946192572
chronos2,mean,0.0,-0.17122378286125395
chronos2,ensemble_avg_top3,0.0,-0.13990438952022655
chronos2,random_forest,0.0,-0.09803338384335825
chronos2,xgboost,0.0,-0.08896978712134263
chronos2,auto_arima,0.0,-0.049498192677094544
chronos2,theta,0.0,-0.048190990430718506
chronos2,local_trend_ssm,0.0,-0.0464777456820451
chronos2,auto_ets,0.0,-0.030622588112562132
chronos2,bvar_minnesota_growth_8,0.0,-0.02497833386267989
chronos2,mixed_freq_dfm_md,0.0,-0.020326975614405995
chronos2,bvar_minnesota_8,0.0,-0.0249768118382645
chronos2,ar4,0.0,-0.01649951145042472
chronos2,chronos2,0.5,0.0
chronos2,bvar_minnesota_growth_20,0.6666666666666666,0.0014443532331998021
chronos2,bvar_minnesota_20,0.6666666666666666,0.0014489511807536104
chronos2,factor_pca_qd,1.0,0.1801971559740222
chronos2,naive_last,1.0,0.2173428496046953
chronos2,random_permutation,1.0,0.23040629913416488
