model_name,task_name,horizon,sample_count,rmse_target,mae_target,rmse_kpi_saar,mae_kpi_saar
bvar_minnesota_growth_8,gdp_saar_third_h2,2,80.0,8.658553200482588,3.485706392625495,8.658553200482588,3.485706392625495
bvar_minnesota_8,gdp_saar_third_h2,2,80.0,8.659102625602491,3.485117416938624,8.659102625602491,3.485117416938624
bvar_minnesota_growth_8,gdp_saar_second_h2,2,80.0,8.660237258307815,3.4918898465729926,8.660237258307815,3.4918898465729926
bvar_minnesota_8,gdp_saar_second_h2,2,80.0,8.66078438463826,3.4914264211134336,8.66078438463826,3.4914264211134336
bvar_minnesota_growth_8,gdp_saar_first_h2,2,80.0,8.66228931713143,3.5101444805459083,8.66228931713143,3.5101444805459083
bvar_minnesota_8,gdp_saar_first_h2,2,80.0,8.662889609461956,3.509680562653031,8.662889609461956,3.509680562653031
xgboost,gdp_saar_second_h2,2,80.0,8.72590979474696,3.5060387482866644,8.72590979474696,3.5060387482866644
bvar_minnesota_growth_20,gdp_saar_third_h2,2,80.0,8.841292472784088,3.53785443290487,8.841292472784088,3.53785443290487
bvar_minnesota_20,gdp_saar_third_h2,2,80.0,8.842711740937718,3.5378769749765766,8.842711740937718,3.5378769749765766
bvar_minnesota_growth_20,gdp_saar_second_h2,2,80.0,8.842986452707079,3.5440885546731407,8.842986452707079,3.5440885546731407
bvar_minnesota_20,gdp_saar_second_h2,2,80.0,8.844405714466355,3.5441035209141645,8.844405714466355,3.5441035209141645
bvar_minnesota_growth_20,gdp_saar_first_h2,2,80.0,8.845518456824847,3.564696691240168,8.845518456824847,3.564696691240168
bvar_minnesota_20,gdp_saar_first_h2,2,80.0,8.847029641528326,3.565142084657147,8.847029641528326,3.565142084657147
factor_pca_qd,gdp_saar_second_h2,2,80.0,10.59266003998695,4.397976814002737,10.59266003998695,4.397976814002737
factor_pca_qd,gdp_saar_third_h2,2,80.0,10.595249944887714,4.394021660373814,10.595249944887714,4.394021660373814
factor_pca_qd,gdp_saar_first_h2,2,80.0,10.598156510818846,4.41732801575981,10.598156510818846,4.41732801575981
naive_last,gdp_saar_third_h2,2,80.0,11.638543839528321,4.8282972678542135,11.638543839528321,4.8282972678542135
naive_last,gdp_saar_second_h2,2,80.0,11.639083692640604,4.841449855268001,11.639083692640604,4.841449855268001
naive_last,gdp_saar_first_h2,2,80.0,11.650377159759923,4.939406144618988,11.650377159759923,4.939406144618988
mean,gdp_saar_third_h3,3,120.0,7.58207943816991,3.046264807021669,7.58207943816991,3.046264807021669
mean,gdp_saar_second_h3,3,120.0,7.584700987935802,3.0556684577258513,7.584700987935802,3.0556684577258513
mean,gdp_saar_first_h3,3,120.0,7.593007305619492,3.095631545909702,7.593007305619492,3.095631545909702
random_forest,gdp_saar_third_h3,3,120.0,7.840758323355261,3.375605654789873,7.840758323355261,3.375605654789873
random_forest,gdp_saar_second_h3,3,120.0,7.857163600825225,3.399449023881197,7.857163600825225,3.399449023881197
random_forest,gdp_saar_first_h3,3,120.0,7.868732903793944,3.440600854839416,7.868732903793944,3.440600854839416
mixed_freq_dfm_md,gdp_saar_third_h3,3,120.0,7.9667555194879665,3.4112677689480204,7.9667555194879665,3.4112677689480204
mixed_freq_dfm_md,gdp_saar_second_h3,3,120.0,7.968375095875879,3.420711222604304,7.968375095875879,3.420711222604304
mixed_freq_dfm_md,gdp_saar_first_h3,3,120.0,7.974452913800528,3.4581124040056173,7.974452913800528,3.4581124040056173
auto_arima,gdp_saar_first_h3,3,120.0,8.21717661675172,3.3356092792151437,8.21717661675172,3.3356092792151437
auto_arima,gdp_saar_third_h3,3,120.0,8.23004744303934,3.313395040066094,8.23004744303934,3.313395040066094
auto_arima,gdp_saar_second_h3,3,120.0,8.237131323696802,3.328208727173137,8.237131323696802,3.328208727173137
bvar_minnesota_growth_8,gdp_saar_third_h3,3,120.0,8.346116294932319,3.370804639304218,8.346116294932319,3.370804639304218
bvar_minnesota_8,gdp_saar_third_h3,3,120.0,8.346654642361642,3.3705742387749096,8.346654642361642,3.3705742387749096
bvar_minnesota_growth_8,gdp_saar_second_h3,3,120.0,8.34845549452612,3.37719532403503,8.34845549452612,3.37719532403503
bvar_minnesota_8,gdp_saar_second_h3,3,120.0,8.348993800255663,3.377051108713424,8.348993800255663,3.377051108713424
bvar_minnesota_growth_8,gdp_saar_first_h3,3,120.0,8.356509431782131,3.413458387133275,8.356509431782131,3.413458387133275
bvar_minnesota_8,gdp_saar_first_h3,3,120.0,8.357052117903015,3.4130230471438234,8.357052117903015,3.4130230471438234
xgboost,gdp_saar_first_h3,3,120.0,8.38783025719372,3.561499056344231,8.38783025719372,3.561499056344231
local_trend_ssm,gdp_saar_third_h3,3,120.0,8.400092371992955,3.6823208657965076,8.400092371992955,3.6823208657965076
local_trend_ssm,gdp_saar_first_h3,3,120.0,8.412598072886295,3.6978882277340537,8.412598072886295,3.6978882277340537
local_trend_ssm,gdp_saar_second_h3,3,120.0,8.417470475642666,3.6922286882718702,8.417470475642666,3.6922286882718702
xgboost,gdp_saar_third_h3,3,120.0,8.42592406487152,3.4912906148936598,8.42592406487152,3.4912906148936598
xgboost,gdp_saar_second_h3,3,120.0,8.465865985002093,3.5560713528345027,8.465865985002093,3.5560713528345027
bvar_minnesota_growth_20,gdp_saar_third_h3,3,120.0,8.476498931002325,3.443281109651418,8.476498931002325,3.443281109651418
bvar_minnesota_20,gdp_saar_third_h3,3,120.0,8.478001382913126,3.443942644993734,8.478001382913126,3.443942644993734
bvar_minnesota_growth_20,gdp_saar_second_h3,3,120.0,8.4788510067615,3.4498592260779817,8.4788510067615,3.4498592260779817
bvar_minnesota_20,gdp_saar_second_h3,3,120.0,8.480358725782374,3.450571090044037,8.480358725782374,3.450571090044037
bvar_minnesota_growth_20,gdp_saar_first_h3,3,120.0,8.482777549290601,3.461906709713666,8.482777549290601,3.461906709713666
bvar_minnesota_20,gdp_saar_first_h3,3,120.0,8.48419977218164,3.4621292472255996,8.48419977218164,3.4621292472255996
factor_pca_qd,gdp_saar_third_h3,3,120.0,10.185299729484528,4.3682413040493735,10.185299729484528,4.3682413040493735
factor_pca_qd,gdp_saar_second_h3,3,120.0,10.18573506088527,4.3735249134427105,10.18573506088527,4.3735249134427105
factor_pca_qd,gdp_saar_first_h3,3,120.0,10.202076755311696,4.428889577821473,10.202076755311696,4.428889577821473
naive_last,gdp_saar_third_h3,3,120.0,11.318452277925251,4.883478101094564,11.318452277925251,4.883478101094564
naive_last,gdp_saar_second_h3,3,120.0,11.3216791091298,4.895825811227163,11.3216791091298,4.895825811227163
naive_last,gdp_saar_first_h3,3,120.0,11.327457296339103,4.942923049877087,11.327457296339103,4.942923049877087
mean,gdp_saar_third_h4,4,160.0,7.577953769586546,3.034823612564762,7.577953769586546,3.034823612564762
mean,gdp_saar_second_h4,4,160.0,7.580574583780607,3.0442390628131077,7.580574583780607,3.0442390628131077
mean,gdp_saar_first_h4,4,160.0,7.587686249763091,3.0769444287776966,7.587686249763091,3.0769444287776966
random_forest,gdp_saar_third_h4,4,160.0,7.817521249020278,3.3959650467266016,7.817521249020278,3.3959650467266016
random_forest,gdp_saar_second_h4,4,160.0,7.828646053079496,3.418567780209193,7.828646053079496,3.418567780209193
random_forest,gdp_saar_first_h4,4,160.0,7.840431415970624,3.4523959085265785,7.840431415970624,3.4523959085265785
mixed_freq_dfm_md,gdp_saar_third_h4,4,160.0,7.895924948121922,3.393389006518941,7.895924948121922,3.393389006518941
mixed_freq_dfm_md,gdp_saar_second_h4,4,160.0,7.897620933490912,3.4032125180966695,7.897620933490912,3.4032125180966695
mixed_freq_dfm_md,gdp_saar_first_h4,4,160.0,7.903319184942363,3.4400407568905726,7.903319184942363,3.4400407568905726
auto_arima,gdp_saar_third_h4,4,160.0,8.087776126971654,3.27715046156503,8.087776126971654,3.27715046156503
auto_arima,gdp_saar_first_h4,4,160.0,8.088927456360338,3.2922988815278087,8.088927456360338,3.2922988815278087
auto_arima,gdp_saar_second_h4,4,160.0,8.093553528921202,3.2875943519732935,8.093553528921202,3.2875943519732935
bvar_minnesota_growth_8,gdp_saar_third_h4,4,160.0,8.164670234996567,3.305834110810742,8.164670234996567,3.305834110810742
bvar_minnesota_8,gdp_saar_third_h4,4,160.0,8.165121162892255,3.305711996297093,8.165121162892255,3.305711996297093
bvar_minnesota_growth_8,gdp_saar_second_h4,4,160.0,8.167059298206151,3.3129732271957324,8.167059298206151,3.3129732271957324
bvar_minnesota_8,gdp_saar_second_h4,4,160.0,8.167508065891358,3.31291319596996,8.167508065891358,3.31291319596996
bvar_minnesota_growth_8,gdp_saar_first_h4,4,160.0,8.172765429718531,3.331783550328842,8.172765429718531,3.331783550328842
bvar_minnesota_8,gdp_saar_first_h4,4,160.0,8.173208823865634,3.3314389738800534,8.173208823865634,3.3314389738800534
bvar_minnesota_growth_20,gdp_saar_third_h4,4,160.0,8.268284150763554,3.3926912326525014,8.268284150763554,3.3926912326525014
bvar_minnesota_20,gdp_saar_third_h4,4,160.0,8.269938406509695,3.3930908764091647,8.269938406509695,3.3930908764091647
bvar_minnesota_growth_20,gdp_saar_second_h4,4,160.0,8.27070175075565,3.399928951625384,8.27070175075565,3.399928951625384
bvar_minnesota_20,gdp_saar_second_h4,4,160.0,8.272360313931724,3.4003644917695097,8.272360313931724,3.4003644917695097
bvar_minnesota_growth_20,gdp_saar_first_h4,4,160.0,8.273040015993088,3.400871486331526,8.273040015993088,3.400871486331526
bvar_minnesota_20,gdp_saar_first_h4,4,160.0,8.27478858825918,3.401966031558082,8.27478858825918,3.401966031558082
xgboost,gdp_saar_first_h4,4,160.0,8.302118654565284,3.6662053748033943,8.302118654565284,3.6662053748033943
xgboost,gdp_saar_third_h4,4,160.0,8.326905850728728,3.6225081849028355,8.326905850728728,3.6225081849028355
xgboost,gdp_saar_second_h4,4,160.0,8.365777450770596,3.665630274172872,8.365777450770596,3.665630274172872
local_trend_ssm,gdp_saar_third_h4,4,160.0,8.439773571482803,3.873257962967481,8.439773571482803,3.873257962967481
local_trend_ssm,gdp_saar_first_h4,4,160.0,8.444982904419529,3.88727938164602,8.444982904419529,3.88727938164602
local_trend_ssm,gdp_saar_second_h4,4,160.0,8.456105111578378,3.883318495403617,8.456105111578378,3.883318495403617
factor_pca_qd,gdp_saar_third_h4,4,160.0,10.075085983645032,4.411032151112764,10.075085983645032,4.411032151112764
factor_pca_qd,gdp_saar_second_h4,4,160.0,10.075342887394795,4.415044905325695,10.075342887394795,4.415044905325695
factor_pca_qd,gdp_saar_first_h4,4,160.0,10.089464257067133,4.435519936080969,10.089464257067133,4.435519936080969
naive_last,gdp_saar_first_h4,4,160.0,11.265438140891066,5.01195218693465,11.265438140891066,5.01195218693465
naive_last,gdp_saar_third_h4,4,160.0,11.265546044043633,5.023820131272077,11.265546044043633,5.023820131272077
naive_last,gdp_saar_second_h4,4,160.0,11.269436254710966,5.0349812768399715,11.269436254710966,5.0349812768399715
